MSN,YYYYMM,Value,Column_Order,Description,Unit
RERCBUS,201806,59.234,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201807,61.128,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201808,60.579,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201809,57.537,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201810,57.937,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201811,54.372,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201812,55.361,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201901,57.01,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201902,52.826,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201903,61.008,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201904,60.729,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201905,63.562,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201906,62.217,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201907,64.427,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201908,63.865,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201909,60.637,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201910,60.754,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201911,56.828,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,201912,57.63,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202001,40.946,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202002,39.988,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202003,44.959,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202004,45.415,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202005,48.197,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202006,47.149,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202007,48.655,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202008,47.851,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202009,45.032,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202010,44.639,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202011,41.409,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202012,41.655,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202101,41.969,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202102,39.427,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202103,46.857,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202104,47.394,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202105,50.067,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202106,49.164,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202107,50.421,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202108,49.402,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202109,46.408,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202110,45.582,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202111,42.959,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202112,42.904,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202201,50.129,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202202,47.454,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202203,55.773,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202204,56.367,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202205,59.507,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202206,58.202,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202207,60.119,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202208,59.383,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202209,56.009,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202210,55.834,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202211,51.439,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202212,51.526,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202301,54.232,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202302,51.484,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202303,60.612,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202304,61.696,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202305,65.647,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202306,63.879,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202307,66.231,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202308,65.699,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202309,61.351,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202310,61.278,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202311,56.388,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202312,56.194,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202401,55.11187432,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
RERCBUS,202402,55.16410035,4,Total Renewable Energy Consumed by the Residential Sector,Trillion Btu
